ApprovalFiscalYear,GrossApproval,NaicsCode,InitialInterestRate,BorrState,JobsSupported,LoanStatus
2016,4315466,332410,5.5,OK,168,EXEMPT
2018,161000,332410,5.875,NE,19,EXEMPT
2012,955000,332420,5.4375,UT,153,PIF
2013,3600000,332420,5.0625,UT,267,PIF
2014,6259900,332420,4.708333333,TX,287,CANCLD
2015,4184000,332420,5.6,MO,107,EXEMPT
2016,6275000,332420,6.05,OH,271,CANCLD
2017,8241000,332420,6.05,OR,242,EXEMPT
2018,10664300,332420,6.985625,TX,107,EXEMPT
2019,5260000,332420,6.5,MO,106,CANCLD
2020,6000000,332420,5.333333333,MO,97,COMMIT
2012,320000,332431,6.5,OR,2,PIF
2014,15000,332431,6.49,OR,2,PIF
2015,25000,332431,8,IN,3,EXEMPT
2018,360000,332431,7.263333333,NY,0,EXEMPT
2012,2224900,332439,6.475,GA,109,PIF
2013,3038400,332439,5.875,TX,27,CANCLD
2014,6892500,332439,6.888888889,CA,192,PIF
2015,6362000,332439,5.81,TX,132,EXEMPT
2016,3395000,332439,6.1,FL,47,EXEMPT
2017,970200,332439,6.87125,GA,37,EXEMPT
2018,2763000,332439,7.26,CT,55,PIF
2020,360800,332439,4.9,CO,9,EXEMPT
2012,7105100,332510,5.687916667,CA,273,CANCLD
2013,14739700,332510,5.7225,CA,502,PIF
2014,6052900,332510,5.6246875,CA,137,CANCLD
2015,3171000,332510,7.084166667,MA,104,PIF
2016,2749000,332510,5.816666667,NE,37,EXEMPT
2017,6823400,332510,6.232294118,RI,241,EXEMPT
2018,5395000,332510,6.278571429,IL,78,EXEMPT
2019,9268000,332510,7.6,TX,46,EXEMPT
2020,2125000,332510,5.4375,TX,166,EXEMPT
2012,130000,332611,5.5,OK,72,PIF
2012,2038000,332612,4.966666667,CA,66,PIF
2013,430000,332612,4.25,WI,35,PIF
2014,1896000,332613,5.858333333,CA,156,EXEMPT
2015,2061200,332613,5.3125,IL,23,PIF
2016,3604900,332613,4.963333333,OR,59,EXEMPT
2017,973500,332613,5.45,WI,50,EXEMPT
2019,1860000,332613,7.5,MO,30,EXEMPT
2020,2276500,332613,7.083333333,CA,35,COMMIT
2012,8795100,332618,5.335454545,NM,135,EXEMPT
2013,1350000,332618,6.15,CO,45,PIF
2014,3120000,332618,4.684,NM,56,EXEMPT
2015,3976100,332618,5.63125,NY,97,EXEMPT
2016,3042400,332618,5.50625,NY,55,PIF
2017,3098000,332618,6.863333333,NV,71,PIF
2018,4869000,332618,7.375,MI,246,CANCLD
2019,4741100,332618,7.4375,MN,157,EXEMPT
2020,8440000,332618,6.35,MN,296,EXEMPT
2012,123508900,332710,5.855089928,MI,3837,EXEMPT
2013,110581900,332710,5.640217195,CA,3357,PIF
2014,119622750,332710,5.614716157,MA,2960,EXEMPT
2015,97486400,332710,5.68534632,MA,2753,EXEMPT
2016,129440930,332710,5.735119048,WA,2994,PIF
2017,108498200,332710,5.915165094,TX,2049,EXEMPT
2018,123143300,332710,6.610376344,TX,2196,EXEMPT
2019,138939300,332710,7.467385027,AR,2051,EXEMPT
2020,39923500,332710,6.796389831,ID,571,EXEMPT
2012,21795700,332721,5.786153846,OK,864,PIF
2013,13211800,332721,5.654516129,AZ,308,PIF
2014,25421300,332721,5.414324324,PA,605,PIF
2015,46005900,332721,5.667346939,OH,891,PIF
2016,15757500,332721,6.036,CA,502,PIF
2017,17398200,332721,6.063043478,FL,470,EXEMPT
2018,19878500,332721,6.955333333,MN,644,EXEMPT
2019,12508100,332721,7.184,OH,380,EXEMPT
2020,11229400,332721,6.402,MI,125,EXEMPT
2012,1487500,332722,4.6475,IL,118,CANCLD
2013,6610500,332722,5.785,OH,43,CANCLD
2014,1878500,332722,6.125,OH,42,EXEMPT
2015,10555500,332722,6.017777778,FL,263,EXEMPT
2016,8088300,332722,5.73125,IL,198,PIF
2017,2791200,332722,6.38125,CT,67,EXEMPT
2018,8571000,332722,7.05,MI,80,PIF
2019,7301400,332722,7.75,MI,159,EXEMPT
2020,5996000,332722,7.01875,CA,74,EXEMPT
2012,6694000,332811,5.9825,OH,175,PIF
2013,15788300,332811,5.930714286,OH,157,PIF
2014,4119000,332811,5.6704,MN,107,EXEMPT
2015,3368000,332811,6.035714286,ID,62,PIF
2016,1676900,332811,5.65,PA,94,PIF
2017,10908500,332811,6.17,NC,281,PIF
2018,6464000,332811,6.21375,CA,52,CANCLD
2019,8525300,332811,7.559,NJ,391,EXEMPT
2020,637500,332811,4.99,AZ,30,EXEMPT
2012,13343515,332812,5.494318182,IN,363,CANCLD
2013,24455600,332812,5.909693878,CA,932,EXEMPT
2014,19982200,332812,5.809565217,IL,702,PIF
2015,13497600,332812,5.748275862,CA,240,PIF
2016,22598200,332812,5.833236842,MN,921,EXEMPT
2017,14982400,332812,6.230731707,IA,408,EXEMPT
2018,16703000,332812,6.617692308,MI,302,EXEMPT
2019,18176200,332812,7.886176471,CT,362,EXEMPT
2020,2230300,332812,7.462125,WA,65,EXEMPT
2012,10705400,332813,5.765,PA,436,PIF
2013,11189000,332813,5.680909091,CA,487,PIF
2014,18599900,332813,5.809259259,TX,499,PIF
2015,28234900,332813,6.132424242,TX,823,CHGOFF
2016,6710800,332813,6.116666667,NY,202,EXEMPT
2017,13117600,332813,5.889393939,CA,375,EXEMPT
2018,9025000,332813,6.66,OH,164,EXEMPT
2019,12894400,332813,7.679666667,NC,473,CANCLD
2020,2594900,332813,5.875,KS,57,EXEMPT
2012,8816800,332911,5.651538462,WV,248,PIF
2013,8303900,332911,5.604545455,PA,89,PIF
2014,3979100,332911,5.278,NY,66,EXEMPT
2015,6863500,332911,5.586363636,FL,97,PIF
2016,9699500,332911,5.145,TX,89,EXEMPT
2017,6934000,332911,5.8125,MI,110,PIF
2018,8460200,332911,6.137,CA,133,CANCLD
2019,6135100,332911,6.969,LA,147,EXEMPT
2020,5986000,332911,6.95,MN,109,EXEMPT
2012,3473000,332912,5.125,MN,83,EXEMPT
2014,150000,332912,5.75,CA,21,PIF
2015,10340000,332912,5.5,MN,117,CANCLD
2016,11101500,332912,5.68,CA,202,EXEMPT
2017,10084700,332912,5.1375,MN,116,PIF
2018,320000,332912,7.25,CA,3,EXEMPT
2019,900000,332912,8.375,UT,34,EXEMPT
2020,604000,332912,7.9375,MN,9,COMMIT
2012,7200000,332913,5.5625,WI,51,PIF
2013,10000,332913,9.75,CO,2,EXEMPT
2014,1282700,332913,5.7675,RI,117,PIF
2018,3695000,332913,6.25,AR,91,EXEMPT
2019,226300,332913,10.75,CA,7,EXEMPT
2020,725000,332913,5.5,TX,0,COMMIT
2012,4099600,332919,5.732222222,OR,154,PIF
2013,6769600,332919,6.544444444,IA,101,CHGOFF
2014,1633200,332919,5.542,NY,109,EXEMPT
2015,4543200,332919,4.583333333,NY,14,EXEMPT
2016,1561800,332919,5.571428571,WI,21,EXEMPT
2017,7613500,332919,6.417,CA,248,PIF
2018,4227000,332919,7.45,TX,118,PIF
2019,8605000,332919,7,MN,252,EXEMPT
2020,2273600,332919,7.333333333,MN,14,EXEMPT
2012,1032000,332991,5.55,TX,60,PIF
2013,150000,332991,6,FL,2,EXEMPT
2014,10000,332991,6,MI,0,PIF
2015,2328900,332991,4.67,CA,11,EXEMPT
2017,250000,332991,5,MA,32,PIF
2018,225000,332991,7.25,IL,6,COMMIT
2019,10000,332991,12,UT,5,EXEMPT
2012,2897800,332992,5.5,AZ,115,PIF
2013,7951700,332992,6.004,NH,79,PIF
2014,948100,332992,5.916666667,MS,19,PIF
2015,3049200,332992,6.7,NH,78,CANCLD
2016,1590200,332992,6.38,TX,28,EXEMPT
2017,4049000,332992,5.15,ID,262,PIF
2018,100000,332992,7.75,UT,17,PIF
2019,2171000,332992,8.125,UT,75,EXEMPT
2020,289000,332992,6.75,TX,6,COMMIT
2014,25000,332993,9.75,CA,1,PIF
2015,347900,332993,4.795,IN,26,EXEMPT
2016,1919400,332993,5.75,OH,12,EXEMPT
2017,5000000,332993,6.75,PA,207,PIF
2018,5000000,332993,9.75,PA,160,PIF
2019,5000000,332993,8.5,PA,200,PIF
2012,3010200,332994,5.961428571,MO,131,PIF
2013,2043500,332994,7.014,ID,161,EXEMPT
2014,4678500,332994,6.855714286,OH,183,CHGOFF
2015,4018200,332994,5.634615385,CA,187,EXEMPT
2016,7449000,332994,6.4495,MI,124,PIF
2017,11098200,332994,6.28125,AL,139,PIF
2018,239800,332994,6.99,WI,11,EXEMPT
2019,8103000,332994,7.779375,FL,128,EXEMPT
2020,7874000,332994,7.3125,MO,115,EXEMPT
2012,2432000,332996,5.678,MA,85,CANCLD
2013,5717800,332996,5.425,CO,89,PIF
2014,4031100,332996,5,TX,45,EXEMPT
2015,4475400,332996,5.457272727,TX,139,EXEMPT
2016,7316500,332996,4.892857143,AZ,127,PIF
2017,6564500,332996,6.125,TN,74,PIF
2018,3166000,332996,7.75,OH,108,EXEMPT
2019,1511200,332996,7.2375,OH,60,EXEMPT
2020,46000,332996,7.5,UT,2,EXEMPT
2012,53000,332997,3.37,RI,2,CANCLD
2013,3600000,332998,4.25,TX,12,PIF
2012,66174200,332999,5.910862069,CA,1950,PIF
2013,102051912,332999,5.536388889,SC,2970,PIF
2014,62315800,332999,5.57647541,IL,1630,CANCLD
2015,96613000,332999,5.695055866,KY,2602,CANCLD
2016,58025400,332999,5.977407407,OH,1204,EXEMPT
2017,83518600,332999,6.208928571,TX,1349,CANCLD
2018,90363500,332999,6.773348624,WI,1646,EXEMPT
2019,89868000,332999,7.438526316,GA,1932,EXEMPT
2020,40572700,332999,6.78,CA,620,CANCLD
2012,7734200,333111,5.478333333,MA,159,EXEMPT
2013,4855000,333111,6.176363636,TX,144,PIF
2014,13540000,333111,6.036923077,NY,375,PIF
2015,8915000,333111,5.321,OH,204,CHGOFF
2016,14346900,333111,6.118666667,CA,223,PIF
2017,6506100,333111,6.607142857,TX,78,EXEMPT
2018,5416700,333111,7.391666667,AL,79,PIF
2019,8042200,333111,7.65625,KS,257,EXEMPT
2020,25000,333111,7.25,OR,4,COMMIT
2012,3555000,333112,6.0625,SC,30,PIF
2013,493500,333112,7.13,IL,51,CHGOFF
2014,85000,333112,8.465,TX,11,EXEMPT
2015,1804000,333112,5.4,WI,4,EXEMPT
2016,777700,333112,4.916666667,NC,31,EXEMPT
2017,80000,333112,7,MI,20,EXEMPT
2019,4460200,333112,8.636666667,MA,76,CANCLD
2020,1371000,333112,5.63,CA,41,EXEMPT
2012,5777500,333120,5.916666667,PA,184,PIF
2013,2410000,333120,5.346666667,ID,96,PIF
2014,1710000,333120,5.462857143,IL,54,EXEMPT
2015,5794700,333120,5.84,MN,107,EXEMPT
2016,4073900,333120,5.9025,TX,289,CHGOFF
2017,16367700,333120,5.993888889,MN,156,PIF
2018,12083000,333120,7.08,KS,64,PIF
2019,575000,333120,7,KS,26,EXEMPT
2020,350000,333120,7.5,NV,2,EXEMPT
2012,3188000,333131,6.92,OH,80,PIF
2013,685000,333131,5.75,UT,0,PIF
2015,1600000,333131,5.6375,WI,69,CANCLD
2017,350000,333131,5.75,IL,60,EXEMPT
2018,125000,333131,2.75,AR,10,CANCLD
2012,7731500,333132,5.89125,TX,175,PIF
2013,8485600,333132,5.971818182,OK,136,EXEMPT
2014,9393100,333132,5.645384615,TX,198,EXEMPT
2015,10934300,333132,5.934615385,NM,184,CANCLD
2016,10083700,333132,5.4,MN,134,PIF
2017,8481100,333132,6.6225,OH,157,EXEMPT
2018,5357700,333132,6.8565,MI,19,CANCLD
2019,3724800,333132,7.097142857,WY,108,EXEMPT
2020,1555000,333132,8.333333333,TX,7,EXEMPT
2012,1888600,333210,5.498,IL,143,PIF
2012,4808000,333220,5.9,MO,255,PIF
2013,1590500,333220,4.75,MO,23,PIF
2016,524300,333220,5,IL,27,PIF
2013,1133600,333241,5.644,TX,27,PIF
2014,8143000,333241,5.385,WI,151,PIF
2015,13347300,333241,5.990909091,CA,341,EXEMPT
2016,5613000,333241,5.138888889,KS,147,EXEMPT
2017,7013200,333241,6,CA,256,CANCLD
2018,14290800,333241,6.943529412,WI,321,EXEMPT
2019,3647000,333241,7.666666667,OK,46,EXEMPT
2020,1335000,333241,6.125,MI,19,EXEMPT
2013,1000000,333242,5,TX,35,PIF
2014,8810000,333242,4.036666667,CA,105,EXEMPT
2015,56000,333242,5.49,CA,34,CANCLD
2016,250000,333242,8.25,AZ,0,EXEMPT
2017,2725000,333242,5.235,MO,24,EXEMPT
2018,30000,333242,6,OH,3,PIF
2013,5239500,333243,6.21,WI,167,PIF
2014,6178000,333243,6.319090909,IL,30,PIF
2015,9028700,333243,5.299,MT,50,CANCLD
2016,895200,333243,5.878571429,FL,30,PIF
2017,2092000,333243,7.03125,VA,28,PIF
2018,190400,333243,7.833333333,NY,2,EXEMPT
2019,5000,333243,11.5,NC,0,COMMIT
2013,800000,333244,5.5,MN,17,PIF
2014,2357800,333244,5.516666667,WI,34,PIF
2015,3722000,333244,5.9,MN,128,PIF
2016,2939000,333244,7.21,TX,47,EXEMPT
2017,150000,333244,7,CA,7,EXEMPT
2018,2525000,333244,6.285714286,MD,67,EXEMPT
2019,3124600,333244,7,MN,80,PIF
2020,1262000,333244,6.375,FL,13,EXEMPT
2013,12474000,333249,5.70625,IL,250,PIF
2014,16038500,333249,5.638333333,PA,627,EXEMPT
2015,20981600,333249,5.228709677,MA,629,EXEMPT
2016,33110900,333249,5.799166667,MI,550,EXEMPT
2017,12197100,333249,6.663333333,MN,227,PIF
2018,24040400,333249,6.7946875,NY,624,EXEMPT
2019,12297400,333249,7.007037037,CA,203,EXEMPT
2020,2751300,333249,6.573,WI,35,EXEMPT
2012,2000000,333291,5.25,IN,24,PIF
2013,1000000,333291,5.25,IN,24,PIF
2012,40000,333292,7.4,WA,1,PIF
2013,20000,333292,9.25,PR,0,PIF
2012,125000,333293,7,MD,7,EXEMPT
2012,1458400,333294,5.104875,WI,120,PIF
2012,200000,333295,6.25,VT,7,PIF
2013,1845000,333295,4.52,CA,19,PIF
2012,24822500,333298,5.752382353,OH,616,PIF
2013,5721100,333298,5.695,IL,129,PIF
2014,2000000,333298,3.3,OH,25,PIF
2012,475000,333312,6.5,WA,45,PIF
2013,1200000,333313,5.25,CT,30,PIF
2012,300000,333314,5.66,MA,9,PIF
2013,3625000,333314,5.425,PA,124,PIF
2014,918000,333314,7.083333333,TX,45,CANCLD
2015,4864900,333314,5.40625,MA,98,EXEMPT
2016,5992000,333314,5.68,CT,76,EXEMPT
2017,12236600,333314,5.633636364,NM,313,CANCLD
2018,5910510,333314,6.2975,NH,234,EXEMPT
2019,707400,333314,6.635,NY,32,EXEMPT
2020,1050000,333314,7.5,IN,16,COMMIT
2013,50000,333315,8,TN,11,CHGOFF
2013,550000,333316,7.625,AR,11,EXEMPT
2015,484500,333316,5.1,CA,8,EXEMPT
2016,50700,333316,8,UT,8,CANCLD
2018,150000,333316,7.5,CA,2,EXEMPT
2019,190000,333316,7.25,TX,20,EXEMPT
2012,650000,333318,5.38,MN,15,EXEMPT
2013,9712800,333318,5.552727273,WI,440,CHGOFF
2014,17640000,333318,5.723793103,MA,358,CANCLD
2015,11813100,333318,6.023,AZ,250,PIF
2016,10236800,333318,7.142,FL,126,EXEMPT
2017,10489700,333318,6.48952381,CA,240,PIF
2018,13750100,333318,7.041578947,MI,281,EXEMPT
2019,12800400,333318,7.7135,OR,123,EXEMPT
2020,3987000,333318,7.123333333,OH,93,EXEMPT
2012,10402600,333319,6.266666667,CA,110,PIF
2013,1053000,333319,6.525,TX,227,PIF
2012,1249000,333411,5.9975,MI,67,PIF
2013,111900,333411,5.5,OK,13,PIF
2013,51000,333412,4.25,OK,7,PIF
2012,482600,333413,4.5,ID,12,CANCLD
2013,920000,333413,6.1875,MI,53,CHGOFF
2014,1653000,333413,4.48,NE,75,PIF
2015,2470000,333413,5.788333333,PA,36,PIF
2016,5598400,333413,5.1625,MO,49,EXEMPT
2017,2986700,333413,6.625,MN,73,EXEMPT
2018,3550000,333413,6,MN,91,EXEMPT
2019,75100,333413,9.12,FL,8,EXEMPT
2020,45000,333413,8.5,NJ,2,EXEMPT
2012,1953600,333414,5.825714286,TN,247,PIF
2013,1963000,333414,6.384,CO,19,PIF
2014,6210000,333414,7.083333333,MN,31,PIF
2015,3734800,333414,5.326666667,SC,154,EXEMPT
2016,3594400,333414,5.577142857,MN,136,CANCLD
2017,5912500,333414,5.288888889,NY,181,EXEMPT
2018,4114800,333414,6.386666667,MN,66,PIF
2019,650000,333414,7.666666667,MD,21,EXEMPT
2012,5565000,333415,5.664285714,MI,143,CANCLD
2013,6356800,333415,5.778888889,FL,70,EXEMPT
2014,12722800,333415,6.828125,FL,302,PIF
2015,5302500,333415,7.285,IN,228,CANCLD
2016,5000700,333415,6.45,CA,209,PIF
2017,9813700,333415,6.607857143,FL,141,COMMIT
2018,2400000,333415,4.875,GA,65,PIF
2019,1701000,333415,7.174285714,IN,101,EXEMPT
2020,2142500,333415,6.636666667,NH,30,EXEMPT
2012,15730400,333511,5.900625,SC,264,PIF
2013,8380500,333511,5.347826087,PA,335,PIF
2014,12806900,333511,5.729565217,MI,288,PIF
2015,18528900,333511,5.335,WI,301,EXEMPT
2016,16160400,333511,5.808333333,FL,419,CANCLD
2017,5641700,333511,5.934,MI,114,EXEMPT
2018,23475000,333511,7.075789474,MI,281,EXEMPT
2019,2895800,333511,8.107142857,AR,18,EXEMPT
2020,6135000,333511,6.259,IA,100,EXEMPT
2012,10403000,333512,5.544230769,TX,387,PIF
2013,6161300,333512,5.6125,OK,203,EXEMPT
2012,6558000,333513,5.38125,IN,222,PIF
2013,3098200,333513,5.8,WI,126,PIF
2014,236600,333513,5.5,IL,26,PIF
2016,150000,333513,6,IA,10,EXEMPT
2012,18661700,333514,5.45537037,OH,713,PIF
2013,10298500,333514,4.918888889,KS,536,EXEMPT
2014,8471400,333514,5.165526316,UT,245,PIF
2015,4152300,333514,5.221578947,TN,199,PIF
2016,7958500,333514,5.335333333,TX,209,EXEMPT
2017,11105800,333514,5.006111111,WI,198,PIF
2018,10964500,333514,6.542777778,PA,296,EXEMPT
2019,9555800,333514,6.928421053,NY,202,EXEMPT
2020,2948500,333514,6.3,MI,31,COMMIT
2012,4622200,333515,6.127222222,IN,189,CANCLD
2013,12197400,333515,5.629230769,SC,427,PIF
2014,8828600,333515,5.74875,MI,180,EXEMPT
2015,11744000,333515,5.643333333,WI,232,CANCLD
2016,7041600,333515,5.948333333,NJ,172,EXEMPT
2017,2148900,333515,5.757142857,AL,161,PIF
2018,5534900,333515,6.3715,MI,152,EXEMPT
2019,10227000,333515,7.412727273,WA,235,EXEMPT
2020,211000,333515,7.5,AZ,12,EXEMPT
2013,10764500,333517,5.56,MO,286,PIF
2014,15538600,333517,5.895,IL,386,PIF
2015,9497000,333517,6.164148148,MN,286,CANCLD
2016,20085700,333517,6.121142857,CA,451,EXEMPT
2017,8451300,333517,6.1234375,NY,364,PIF
2018,18149900,333517,7.121447368,MI,422,EXEMPT
2019,20142200,333517,7.379666667,MO,332,EXEMPT
2020,4613200,333517,6.714285714,KS,51,EXEMPT
2012,3009100,333518,5.7275,WI,201,PIF
2013,20000,333518,8.4,OK,0,CANCLD
2013,40000,333519,8.12,WA,6,CHGOFF
2014,9482200,333519,5.044545455,MI,75,EXEMPT
2015,5936000,333519,5.005,CA,215,PIF
2016,2135500,333519,5.607142857,WI,107,PIF
2017,1304000,333519,6.655,CA,56,EXEMPT
2018,2245000,333519,6.3125,KS,21,EXEMPT
2019,808900,333519,7.1875,NY,36,EXEMPT
2020,980000,333519,7.635,UT,33,EXEMPT
2012,2000000,333611,6.375,CA,79,PIF
2013,419200,333611,5.666666667,CA,9,CANCLD
2014,2900000,333611,5.5,CA,118,PIF
2015,4193900,333611,6.333333333,NY,177,PIF
2016,6125000,333611,5.875,IN,110,CANCLD
2017,600000,333611,4.63,VT,12,EXEMPT
2018,50000,333611,8.75,FL,2,EXEMPT
2019,4400000,333611,8,WI,30,EXEMPT
2012,2663000,333612,5,KS,24,PIF
2013,2206000,333612,5.1475,IL,7,EXEMPT
2014,250000,333612,5.25,DE,5,CANCLD
2015,429800,333612,6.666666667,IL,50,EXEMPT
2016,279000,333612,5.375,IL,24,EXEMPT
2017,2335000,333612,4.25,MI,0,EXEMPT
2019,4332300,333612,7.1575,NJ,40,EXEMPT
2020,1048000,333612,7,CA,75,EXEMPT
2012,550000,333613,7.12,ID,40,PIF
2013,1178400,333613,4.95,VA,9,PIF
2014,1027000,333613,4.45,OH,18,EXEMPT
2015,35000,333613,8,IA,0,PIF
2016,3752400,333613,4.45,VA,34,EXEMPT
2019,2500000,333613,6.5,TX,1,EXEMPT
2012,765200,333618,5.718,MO,36,EXEMPT
2013,2069000,333618,5.16,WI,54,CANCLD
2014,4875000,333618,5.825,UT,43,CANCLD
2015,1452000,333618,6.1,IN,81,PIF
2016,1383900,333618,6.175,IN,13,EXEMPT
2017,733900,333618,5.373333333,NY,29,EXEMPT
2018,105000,333618,6.8075,NY,3,EXEMPT
2019,6018800,333618,8.1875,WI,35,EXEMPT
2020,100000,333618,6.75,MI,1,EXEMPT
2012,2479300,333911,5.95,VA,263,CANCLD
2013,10251800,333911,5.47,OH,179,PIF
2014,3554000,333911,5.3,MI,141,PIF
2015,3923900,333911,5.867333333,MI,91,PIF
2016,4839000,333911,5.36875,FL,50,CANCLD
2017,631800,333911,5.416666667,AZ,6,EXEMPT
2018,650000,333911,5.75,UT,5,EXEMPT
2012,285000,333912,6.483333333,CA,21,PIF
2013,870000,333912,6.116666667,UT,15,PIF
2014,905000,333912,7.1375,CA,51,EXEMPT
2015,300000,333912,6.345,WI,56,PIF
2016,50000,333912,8.54,TX,12,CHGOFF
2017,1232100,333912,5.175,OH,9,EXEMPT
2018,250000,333912,5.75,WI,1,EXEMPT
2019,3660500,333912,7.083333333,WI,68,EXEMPT
2020,1843000,333912,6.833333333,NJ,37,EXEMPT
2016,362000,333913,5.25,TX,9,EXEMPT
2017,884000,333914,6.25,OK,16,EXEMPT
2019,2353000,333914,7,TX,193,EXEMPT
2020,1560000,333914,6.95,NC,0,EXEMPT
2012,2770000,333921,5.5,TX,223,EXEMPT
2013,529000,333921,6,MN,8,EXEMPT
2014,600000,333921,6,NY,26,EXEMPT
2015,520000,333921,6,TX,0,EXEMPT
2016,370000,333921,6.9,NY,7,EXEMPT
2017,500000,333921,5.375,MO,55,PIF
2019,3151500,333921,8.293333333,IL,65,EXEMPT
2020,400000,333921,1.5,MN,26,CANCLD
2012,5295000,333922,5.5,WI,163,PIF
2013,7497000,333922,4.95,WI,164,PIF
2014,3573900,333922,5.123333333,MI,91,PIF
2015,3083700,333922,6.5,WI,160,PIF
2016,2284000,333922,5.0625,MN,82,PIF
2017,6978900,333922,5.928571429,NY,173,EXEMPT
2018,4357000,333922,6.454285714,PA,77,EXEMPT
2019,2100000,333922,6.375,CA,79,CANCLD
2020,1507000,333922,5.536666667,MI,32,EXEMPT
2012,200000,333923,5.38,TX,9,PIF
2013,3304900,333923,5.1875,MA,50,PIF
2014,1260200,333923,5.625,NJ,18,PIF
2015,2639000,333923,5.666666667,NJ,23,CANCLD
2016,197800,333923,4.85,FL,4,PIF
2017,4985000,333923,6.176666667,PA,180,PIF
2018,5040000,333923,7.5,CA,23,EXEMPT
2019,3410000,333923,7,NJ,52,PIF
2020,1368000,333923,6.45,MN,16,EXEMPT
2012,3793800,333924,5.916666667,TX,142,PIF
2013,1221000,333924,5.178333333,OH,194,PIF
2014,3938500,333924,5.15,ND,161,EXEMPT
2015,7999200,333924,5.287,MN,379,PIF
2016,2753500,333924,5.839375,MS,179,CANCLD
2017,834100,333924,5.8125,KY,34,EXEMPT
2018,9063787,333924,5.397142857,CA,203,PIF
2019,4101000,333924,8.25,TX,29,CANCLD
2020,75000,333924,7.5,MN,6,EXEMPT
2012,432000,333991,6.916666667,NY,39,PIF
2013,2070000,333991,7.051428571,CO,87,EXEMPT
2015,35000,333991,8,CA,1,PIF
2016,350000,333991,5.45,TX,17,EXEMPT
2017,70000,333991,7.81,AZ,13,EXEMPT
2019,642300,333991,8.375,MD,7,EXEMPT
2012,2919400,333992,6.00125,WA,103,PIF
2013,2308000,333992,6.616666667,MN,129,CANCLD
2014,2589421,333992,6.317692308,CA,69,EXEMPT
2015,1673300,333992,7.319230769,MA,72,EXEMPT
2016,4144600,333992,6.419444444,NH,45,EXEMPT
2017,3956200,333992,6.1826,WI,182,EXEMPT
2018,4800102,333992,6.687142857,AL,131,EXEMPT
2019,2612900,333992,8.8226,IA,79,EXEMPT
2020,2803100,333992,7.514285714,TX,187,EXEMPT
2012,2846800,333993,5.58,PA,87,PIF
2013,349000,333993,5.45,WA,8,PIF
2014,2597800,333993,5.815,NJ,32,PIF
2015,2214300,333993,5.418615385,NY,191,PIF
2016,25000,333993,9.75,TX,1,EXEMPT
2017,2625000,333993,6.25,CA,43,PIF
2018,150000,333993,2.75,VA,3,CANCLD
2019,525000,333993,8.05,MI,29,EXEMPT
2020,364100,333993,5.44,OR,2,EXEMPT
2012,180000,333994,7,OH,50,PIF
2013,3290000,333994,6.25,MI,34,EXEMPT
2014,3395000,333994,6.1875,MI,43,PIF
2015,2550000,333994,5.375,CA,50,EXEMPT
2016,2825000,333994,5.5,MI,44,EXEMPT
2017,3625000,333994,6.3125,KS,91,EXEMPT
2018,3894000,333994,5.625,NJ,41,PIF
2019,7356100,333994,6.85,WI,56,CANCLD
2012,3299000,333995,5.991666667,GA,217,PIF
2013,246900,333995,5.625,OH,1,PIF
2015,2171600,333995,5.0625,IL,54,PIF
2018,2910000,333995,7.0625,TX,40,EXEMPT
2019,500000,333995,7.125,KS,42,CANCLD
2012,920000,333996,6.275,FL,20,PIF
2014,50000,333996,5.5,MN,2,EXEMPT
2015,3089100,333996,4.56,IL,30,EXEMPT
2017,350000,333996,7,CA,10,EXEMPT
2018,180000,333996,5.24,MN,0,PIF
2012,20000,333997,9.14,AZ,1,PIF
2013,225000,333997,5,WV,1,CANCLD
2014,602000,333997,5.25,PA,70,EXEMPT
2015,1047300,333997,5.06,CA,17,EXEMPT
2017,150000,333997,6,IL,13,PIF
2012,21838800,333999,5.815555556,CA,785,CANCLD
2013,18927200,333999,5.852121212,CA,563,EXEMPT
2014,17544800,333999,5.747954545,CA,434,CANCLD
2015,34397400,333999,5.604821429,TX,766,EXEMPT
2016,18143900,333999,5.53525,IL,530,PIF
2017,22901300,333999,6.2496,KS,671,PIF
2018,22377810,333999,7.011136364,OH,466,CHGOFF
2019,28983200,333999,7.371388889,MN,471,EXEMPT
2020,13239200,333999,6.985294118,CA,182,EXEMPT
2012,2430500,334111,5.834285714,NM,63,CANCLD
2013,6100000,334111,4.728333333,KS,124,PIF
2014,4935700,334111,5.875733333,NJ,255,CANCLD
2015,886300,334111,6.28,IA,42,PIF
2016,4574000,334111,6.25,PR,114,PIF
2017,4305500,334111,6.79,KS,46,CANCLD
2018,1720000,334111,7.908333333,NY,32,EXEMPT
2019,6875000,334111,7.222222222,IL,135,EXEMPT
2020,10000,334111,10.75,FL,0,EXEMPT
2012,983900,334112,5.085,UT,90,PIF
2013,145000,334112,6.57,UT,52,PIF
2014,5180000,334112,5.725,UT,204,PIF
2015,1000000,334112,4.2,UT,111,PIF
2016,1586000,334112,6.375,CA,10,PIF
2018,250000,334112,11,CA,5,EXEMPT
2019,25000,334112,12,MD,9,CANCLD
2012,350000,334113,4.25,NY,6,CHGOFF
2013,2480000,334118,5.75,MA,28,EXEMPT
2014,2384700,334118,7.173333333,CA,68,EXEMPT
2015,1412600,334118,6.63,CA,65,PIF
2016,3454600,334118,5.915,UT,24,EXEMPT
2017,5365500,334118,5.331111111,MN,102,EXEMPT
